Countries,country_code,Indicies,Date,Value,Year,Month,Alpha-3 code
Korea,542,Total,1999-01-01,1378,1999,1,KOR
Korea,542,Equity,1999-01-01,1177.1,1999,1,KOR
Korea,542,Debt,1999-01-01,200.9,1999,1,KOR
Malaysia,548,Total,1999-01-01,,1999,1,MYS
Malaysia,548,Equity,1999-01-01,,1999,1,MYS
Malaysia,548,Debt,1999-01-01,,1999,1,MYS
Pakistan,564,Total,1999-01-01,,1999,1,PAK
Pakistan,564,Equity,1999-01-01,,1999,1,PAK
Pakistan,564,Debt,1999-01-01,,1999,1,PAK
Philippines,566,Total,1999-01-01,,1999,1,PHL
Philippines,566,Equity,1999-01-01,,1999,1,PHL
Philippines,566,Debt,1999-01-01,,1999,1,PHL
Thailand,578,Total,1999-01-01,,1999,1,THA
Thailand,578,Equity,1999-01-01,,1999,1,THA
Thailand,578,Debt,1999-01-01,,1999,1,THA
Bulgaria,918,Total,1999-01-01,-7.101359550903986,1999,1,BGR
Bulgaria,918,Equity,1999-01-01,0.0963742020353742,1999,1,BGR
Bulgaria,918,Debt,1999-01-01,-7.19773375293936,1999,1,BGR
China,924,Total,1999-01-01,,1999,1,CHN
China,924,Equity,1999-01-01,,1999,1,CHN
China,924,Debt,1999-01-01,,1999,1,CHN
Ukraine,926,Total,1999-01-01,,1999,1,UKR
Ukraine,926,Equity,1999-01-01,,1999,1,UKR
Ukraine,926,Debt,1999-01-01,,1999,1,UKR
Czech Republic,935,Total,1999-01-01,,1999,1,CZE
Czech Republic,935,Equity,1999-01-01,,1999,1,CZE
Czech Republic,935,Debt,1999-01-01,,1999,1,CZE
Slovak Republic,936,Total,1999-01-01,,1999,1,SVK
Slovak Republic,936,Equity,1999-01-01,,1999,1,SVK
Slovak Republic,936,Debt,1999-01-01,,1999,1,SVK
Estonia,939,Total,1999-01-01,,1999,1,EST
Estonia,939,Equity,1999-01-01,,1999,1,EST
Estonia,939,Debt,1999-01-01,,1999,1,EST
Latvia,941,Total,1999-01-01,,1999,1,LVA
Latvia,941,Equity,1999-01-01,,1999,1,LVA
Latvia,941,Debt,1999-01-01,,1999,1,LVA
Serbia,942,Total,1999-01-01,,1999,1,SRB
Serbia,942,Equity,1999-01-01,,1999,1,SRB
Serbia,942,Debt,1999-01-01,,1999,1,SRB
Hungary,944,Total,1999-01-01,,1999,1,HUN
Hungary,944,Equity,1999-01-01,,1999,1,HUN
Hungary,944,Debt,1999-01-01,,1999,1,HUN
Lithuania,946,Total,1999-01-01,,1999,1,LTU
Lithuania,946,Equity,1999-01-01,,1999,1,LTU
Lithuania,946,Debt,1999-01-01,,1999,1,LTU
Mongolia,948,Total,1999-01-01,,1999,1,MNG
Mongolia,948,Equity,1999-01-01,,1999,1,MNG
Mongolia,948,Debt,1999-01-01,,1999,1,MNG
Slovenia,961,Total,1999-01-01,,1999,1,SVN
Slovenia,961,Equity,1999-01-01,,1999,1,SVN
Slovenia,961,Debt,1999-01-01,,1999,1,SVN
Croatia,960,Total,1999-01-01,,1999,1,HRV
Croatia,960,Equity,1999-01-01,,1999,1,HRV
Croatia,960,Debt,1999-01-01,,1999,1,HRV
North Macedonia,962,Total,1999-01-01,,1999,1,MKD
North Macedonia,962,Equity,1999-01-01,,1999,1,MKD
North Macedonia,962,Debt,1999-01-01,,1999,1,MKD
Poland,964,Total,1999-01-01,,1999,1,POL
Poland,964,Equity,1999-01-01,,1999,1,POL
Poland,964,Debt,1999-01-01,,1999,1,POL
Romania,968,Total,1999-01-01,,1999,1,ROU
Romania,968,Equity,1999-01-01,,1999,1,ROU
Romania,968,Debt,1999-01-01,,1999,1,ROU
Emerging Markets,200,Total,1999-02-01,-3029.944185024435,1999,2,
Emerging Markets,200,Equity,1999-02-01,916.1294019503703,1999,2,
Emerging Markets,200,Debt,1999-02-01,-3946.073586974805,1999,2,
Turkey,186,Total,1999-02-01,431,1999,2,TUR
Turkey,186,Equity,1999-02-01,10,1999,2,TUR
Turkey,186,Debt,1999-02-01,421,1999,2,TUR
South Africa,199,Total,1999-02-01,720.865038045654,1999,2,ZAF
South Africa,199,Equity,1999-02-01,195.29608369549615,1999,2,ZAF
South Africa,199,Debt,1999-02-01,525.5689543501579,1999,2,ZAF
Brazil,223,Total,1999-02-01,-4668.282,1999,2,BRA
Brazil,223,Equity,1999-02-01,307.782,1999,2,BRA
Brazil,223,Debt,1999-02-01,-4976.064,1999,2,BRA
Chile,228,Total,1999-02-01,,1999,2,CHL
Chile,228,Equity,1999-02-01,,1999,2,CHL
Chile,228,Debt,1999-02-01,,1999,2,CHL
Mexico,273,Total,1999-02-01,,1999,2,MEX
Mexico,273,Equity,1999-02-01,,1999,2,MEX
Mexico,273,Debt,1999-02-01,-50.8,1999,2,MEX
Lebanon,446,Total,1999-02-01,,1999,2,LBN
Lebanon,446,Equity,1999-02-01,,1999,2,LBN
Lebanon,446,Debt,1999-02-01,,1999,2,LBN
Sri Lanka,524,Total,1999-02-01,,1999,2,LKA
Sri Lanka,524,Equity,1999-02-01,,1999,2,LKA
Sri Lanka,524,Debt,1999-02-01,,1999,2,LKA
India,534,Total,1999-02-01,76.44100478239034,1999,2,IND
India,534,Equity,1999-02-01,79.92630013291215,1999,2,IND
India,534,Debt,1999-02-01,-3.485295350521803,1999,2,IND
Korea,542,Total,1999-02-01,456.7,1999,2,KOR
Korea,542,Equity,1999-02-01,325.9,1999,2,KOR
Korea,542,Debt,1999-02-01,130.8,1999,2,KOR
Malaysia,548,Total,1999-02-01,,1999,2,MYS
Malaysia,548,Equity,1999-02-01,,1999,2,MYS
Malaysia,548,Debt,1999-02-01,,1999,2,MYS
Pakistan,564,Total,1999-02-01,,1999,2,PAK
Pakistan,564,Equity,1999-02-01,,1999,2,PAK
Pakistan,564,Debt,1999-02-01,,1999,2,PAK
Philippines,566,Total,1999-02-01,,1999,2,PHL
Philippines,566,Equity,1999-02-01,,1999,2,PHL
Philippines,566,Debt,1999-02-01,,1999,2,PHL
Thailand,578,Total,1999-02-01,,1999,2,THA
Thailand,578,Equity,1999-02-01,,1999,2,THA
Thailand,578,Debt,1999-02-01,,1999,2,THA
Bulgaria,918,Total,1999-02-01,4.131772147521091,1999,2,BGR
Bulgaria,918,Equity,1999-02-01,-2.7749818780380107,1999,2,BGR
Bulgaria,918,Debt,1999-02-01,6.906754025559102,1999,2,BGR
China,924,Total,1999-02-01,,1999,2,CHN
China,924,Equity,1999-02-01,,1999,2,CHN
China,924,Debt,1999-02-01,,1999,2,CHN
Ukraine,926,Total,1999-02-01,,1999,2,UKR
Ukraine,926,Equity,1999-02-01,,1999,2,UKR
Ukraine,926,Debt,1999-02-01,,1999,2,UKR
Czech Republic,935,Total,1999-02-01,,1999,2,CZE
Czech Republic,935,Equity,1999-02-01,,1999,2,CZE
Czech Republic,935,Debt,1999-02-01,,1999,2,CZE
Slovak Republic,936,Total,1999-02-01,,1999,2,SVK
Slovak Republic,936,Equity,1999-02-01,,1999,2,SVK
Slovak Republic,936,Debt,1999-02-01,,1999,2,SVK
Estonia,939,Total,1999-02-01,,1999,2,EST
Estonia,939,Equity,1999-02-01,,1999,2,EST
Estonia,939,Debt,1999-02-01,,1999,2,EST
Latvia,941,Total,1999-02-01,,1999,2,LVA
Latvia,941,Equity,1999-02-01,,1999,2,LVA
Latvia,941,Debt,1999-02-01,,1999,2,LVA
Serbia,942,Total,1999-02-01,,1999,2,SRB
Serbia,942,Equity,1999-02-01,,1999,2,SRB
Serbia,942,Debt,1999-02-01,,1999,2,SRB
Hungary,944,Total,1999-02-01,,1999,2,HUN
Hungary,944,Equity,1999-02-01,,1999,2,HUN
Hungary,944,Debt,1999-02-01,,1999,2,HUN
Lithuania,946,Total,1999-02-01,,1999,2,LTU
Lithuania,946,Equity,1999-02-01,,1999,2,LTU
Lithuania,946,Debt,1999-02-01,,1999,2,LTU
Mongolia,948,Total,1999-02-01,,1999,2,MNG
Mongolia,948,Equity,1999-02-01,,1999,2,MNG
Mongolia,948,Debt,1999-02-01,,1999,2,MNG
Slovenia,961,Total,1999-02-01,,1999,2,SVN
Slovenia,961,Equity,1999-02-01,,1999,2,SVN
Slovenia,961,Debt,1999-02-01,,1999,2,SVN
Croatia,960,Total,1999-02-01,,1999,2,HRV
Croatia,960,Equity,1999-02-01,,1999,2,HRV
Croatia,960,Debt,1999-02-01,,1999,2,HRV
North Macedonia,962,Total,1999-02-01,,1999,2,MKD
North Macedonia,962,Equity,1999-02-01,,1999,2,MKD
North Macedonia,962,Debt,1999-02-01,,1999,2,MKD
Poland,964,Total,1999-02-01,,1999,2,POL
Poland,964,Equity,1999-02-01,,1999,2,POL
Poland,964,Debt,1999-02-01,,1999,2,POL
Romania,968,Total,1999-02-01,,1999,2,ROU
Romania,968,Equity,1999-02-01,,1999,2,ROU
Romania,968,Debt,1999-02-01,,1999,2,ROU
Emerging Markets,200,Total,1999-03-01,355.01175491965614,1999,3,
Emerging Markets,200,Equity,1999-03-01,2103.225188403882,1999,3,
Emerging Markets,200,Debt,1999-03-01,-1748.2134334842258,1999,3,
Turkey,186,Total,1999-03-01,684,1999,3,TUR
Turkey,186,Equity,1999-03-01,85,1999,3,TUR
Turkey,186,Debt,1999-03-01,599,1999,3,TUR
South Africa,199,Total,1999-03-01,207.90724435870337,1999,3,ZAF
South Africa,199,Equity,1999-03-01,285.7515846883574,1999,3,ZAF
South Africa,199,Debt,1999-03-01,-77.84434032965405,1999,3,ZAF
Brazil,223,Total,1999-03-01,-20.244999999999948,1999,3,BRA
Brazil,223,Equity,1999-03-01,422.494,1999,3,BRA
Brazil,223,Debt,1999-03-01,-442.739,1999,3,BRA
Chile,228,Total,1999-03-01,,1999,3,CHL
Chile,228,Equity,1999-03-01,,1999,3,CHL
Chile,228,Debt,1999-03-01,,1999,3,CHL
Mexico,273,Total,1999-03-01,,1999,3,MEX
Mexico,273,Equity,1999-03-01,,1999,3,MEX
Mexico,273,Debt,1999-03-01,-67.1,1999,3,MEX
Lebanon,446,Total,1999-03-01,,1999,3,LBN
Lebanon,446,Equity,1999-03-01,,1999,3,LBN
Lebanon,446,Debt,1999-03-01,,1999,3,LBN
Sri Lanka,524,Total,1999-03-01,,1999,3,LKA
Sri Lanka,524,Equity,1999-03-01,,1999,3,LKA
Sri Lanka,524,Debt,1999-03-01,,1999,3,LKA
India,534,Total,1999-03-01,65.320865185699,1999,3,IND
India,534,Equity,1999-03-01,29.10218921512925,1999,3,IND
India,534,Debt,1999-03-01,36.21867597056976,1999,3,IND
Korea,542,Total,1999-03-01,-496.29999999999995,1999,3,KOR
Korea,542,Equity,1999-03-01,1279.2,1999,3,KOR
Korea,542,Debt,1999-03-01,-1775.5,1999,3,KOR
Malaysia,548,Total,1999-03-01,,1999,3,MYS
Malaysia,548,Equity,1999-03-01,,1999,3,MYS
Malaysia,548,Debt,1999-03-01,,1999,3,MYS
Pakistan,564,Total,1999-03-01,,1999,3,PAK
Pakistan,564,Equity,1999-03-01,,1999,3,PAK
Pakistan,564,Debt,1999-03-01,,1999,3,PAK
Philippines,566,Total,1999-03-01,,1999,3,PHL
Philippines,566,Equity,1999-03-01,,1999,3,PHL
Philippines,566,Debt,1999-03-01,,1999,3,PHL
Thailand,578,Total,1999-03-01,,1999,3,THA
Thailand,578,Equity,1999-03-01,,1999,3,THA
Thailand,578,Debt,1999-03-01,,1999,3,THA
Bulgaria,918,Total,1999-03-01,-18.571354624746547,1999,3,BGR
Bulgaria,918,Equity,1999-03-01,1.6774145003950496,1999,3,BGR
Bulgaria,918,Debt,1999-03-01,-20.248769125141596,1999,3,BGR
China,924,Total,1999-03-01,,1999,3,CHN
China,924,Equity,1999-03-01,,1999,3,CHN
China,924,Debt,1999-03-01,,1999,3,CHN
Ukraine,926,Total,1999-03-01,,1999,3,UKR
Ukraine,926,Equity,1999-03-01,,1999,3,UKR
Ukraine,926,Debt,1999-03-01,,1999,3,UKR
Czech Republic,935,Total,1999-03-01,,1999,3,CZE
Czech Republic,935,Equity,1999-03-01,,1999,3,CZE
Czech Republic,935,Debt,1999-03-01,,1999,3,CZE
Slovak Republic,936,Total,1999-03-01,,1999,3,SVK
Slovak Republic,936,Equity,1999-03-01,,1999,3,SVK
Slovak Republic,936,Debt,1999-03-01,,1999,3,SVK
Estonia,939,Total,1999-03-01,,1999,3,EST
Estonia,939,Equity,1999-03-01,,1999,3,EST
Estonia,939,Debt,1999-03-01,,1999,3,EST
Latvia,941,Total,1999-03-01,,1999,3,LVA
Latvia,941,Equity,1999-03-01,,1999,3,LVA
Latvia,941,Debt,1999-03-01,,1999,3,LVA
Serbia,942,Total,1999-03-01,,1999,3,SRB
Serbia,942,Equity,1999-03-01,,1999,3,SRB
Serbia,942,Debt,1999-03-01,,1999,3,SRB
Hungary,944,Total,1999-03-01,,1999,3,HUN
Hungary,944,Equity,1999-03-01,,1999,3,HUN
Hungary,944,Debt,1999-03-01,,1999,3,HUN
Lithuania,946,Total,1999-03-01,,1999,3,LTU
Lithuania,946,Equity,1999-03-01,,1999,3,LTU
Lithuania,946,Debt,1999-03-01,,1999,3,LTU
Mongolia,948,Total,1999-03-01,,1999,3,MNG
Mongolia,948,Equity,1999-03-01,,1999,3,MNG
Mongolia,948,Debt,1999-03-01,,1999,3,MNG
Slovenia,961,Total,1999-03-01,,1999,3,SVN
Slovenia,961,Equity,1999-03-01,,1999,3,SVN
Slovenia,961,Debt,1999-03-01,,1999,3,SVN
Croatia,960,Total,1999-03-01,,1999,3,HRV
Croatia,960,Equity,1999-03-01,,1999,3,HRV
Croatia,960,Debt,1999-03-01,,1999,3,HRV
North Macedonia,962,Total,1999-03-01,,1999,3,MKD
North Macedonia,962,Equity,1999-03-01,,1999,3,MKD
North Macedonia,962,Debt,1999-03-01,,1999,3,MKD
Poland,964,Total,1999-03-01,,1999,3,POL
Poland,964,Equity,1999-03-01,,1999,3,POL
Poland,964,Debt,1999-03-01,,1999,3,POL
Romania,968,Total,1999-03-01,,1999,3,ROU
Romania,968,Equity,1999-03-01,,1999,3,ROU
Romania,968,Debt,1999-03-01,,1999,3,ROU
Emerging Markets,200,Total,1999-04-01,6485.136537715759,1999,4,
Emerging Markets,200,Equity,1999-04-01,2787.8844207478414,1999,4,
Emerging Markets,200,Debt,1999-04-01,3697.2521169679176,1999,4,
Turkey,186,Total,1999-04-01,397,1999,4,TUR
Turkey,186,Equity,1999-04-01,-7,1999,4,TUR
Turkey,186,Debt,1999-04-01,404,1999,4,TUR
South Africa,199,Total,1999-04-01,624.6732026143809,1999,4,ZAF
South Africa,199,Equity,1999-04-01,361.4379084967331,1999,4,ZAF
South Africa,199,Debt,1999-04-01,263.2352941176478,1999,4,ZAF
Brazil,223,Total,1999-04-01,2949.449,1999,4,BRA
Brazil,223,Equity,1999-04-01,582.344,1999,4,BRA
Brazil,223,Debt,1999-04-01,2367.105,1999,4,BRA
Chile,228,Total,1999-04-01,,1999,4,CHL
Chile,228,Equity,1999-04-01,,1999,4,CHL
Chile,228,Debt,1999-04-01,,1999,4,CHL
Mexico,273,Total,1999-04-01,,1999,4,MEX
Mexico,273,Equity,1999-04-01,,1999,4,MEX
Mexico,273,Debt,1999-04-01,-215.3,1999,4,MEX
Lebanon,446,Total,1999-04-01,,1999,4,LBN
Lebanon,446,Equity,1999-04-01,,1999,4,LBN
Lebanon,446,Debt,1999-04-01,,1999,4,LBN
Sri Lanka,524,Total,1999-04-01,,1999,4,LKA
Sri Lanka,524,Equity,1999-04-01,,1999,4,LKA
Sri Lanka,524,Debt,1999-04-01,,1999,4,LKA
India,534,Total,1999-04-01,223.11941206759397,1999,4,IND
India,534,Equity,1999-04-01,206.89977999344705,1999,4,IND
India,534,Debt,1999-04-01,16.219632074146922,1999,4,IND
Korea,542,Total,1999-04-01,2506.1,1999,4,KOR
Korea,542,Equity,1999-04-01,1643.6,1999,4,KOR
Korea,542,Debt,1999-04-01,862.5,1999,4,KOR
Malaysia,548,Total,1999-04-01,,1999,4,MYS
Malaysia,548,Equity,1999-04-01,,1999,4,MYS
Malaysia,548,Debt,1999-04-01,,1999,4,MYS
Pakistan,564,Total,1999-04-01,,1999,4,PAK
Pakistan,564,Equity,1999-04-01,,1999,4,PAK
Pakistan,564,Debt,1999-04-01,,1999,4,PAK
Philippines,566,Total,1999-04-01,,1999,4,PHL
Philippines,566,Equity,1999-04-01,,1999,4,PHL
Philippines,566,Debt,1999-04-01,,1999,4,PHL
Thailand,578,Total,1999-04-01,,1999,4,THA
Thailand,578,Equity,1999-04-01,,1999,4,THA
Thailand,578,Debt,1999-04-01,,1999,4,THA
Bulgaria,918,Total,1999-04-01,0.09492303378437283,1999,4,BGR
Bulgaria,918,Equity,1999-04-01,0.6027322576610079,1999,4,BGR
Bulgaria,918,Debt,1999-04-01,-0.5078092238766351,1999,4,BGR
China,924,Total,1999-04-01,,1999,4,CHN
China,924,Equity,1999-04-01,,1999,4,CHN
China,924,Debt,1999-04-01,,1999,4,CHN
Ukraine,926,Total,1999-04-01,,1999,4,UKR
Ukraine,926,Equity,1999-04-01,,1999,4,UKR
Ukraine,926,Debt,1999-04-01,,1999,4,UKR
Czech Republic,935,Total,1999-04-01,,1999,4,CZE
Czech Republic,935,Equity,1999-04-01,,1999,4,CZE
Czech Republic,935,Debt,1999-04-01,,1999,4,CZE
Slovak Republic,936,Total,1999-04-01,,1999,4,SVK
Slovak Republic,936,Equity,1999-04-01,,1999,4,SVK
Slovak Republic,936,Debt,1999-04-01,,1999,4,SVK
Estonia,939,Total,1999-04-01,,1999,4,EST
Estonia,939,Equity,1999-04-01,,1999,4,EST
Estonia,939,Debt,1999-04-01,,1999,4,EST
Latvia,941,Total,1999-04-01,,1999,4,LVA
Latvia,941,Equity,1999-04-01,,1999,4,LVA
Latvia,941,Debt,1999-04-01,,1999,4,LVA
Serbia,942,Total,1999-04-01,,1999,4,SRB
Serbia,942,Equity,1999-04-01,,1999,4,SRB
Serbia,942,Debt,1999-04-01,,1999,4,SRB
Hungary,944,Total,1999-04-01,,1999,4,HUN
Hungary,944,Equity,1999-04-01,,1999,4,HUN
Hungary,944,Debt,1999-04-01,,1999,4,HUN
Lithuania,946,Total,1999-04-01,,1999,4,LTU
Lithuania,946,Equity,1999-04-01,,1999,4,LTU
Lithuania,946,Debt,1999-04-01,,1999,4,LTU
Mongolia,948,Total,1999-04-01,,1999,4,MNG
Mongolia,948,Equity,1999-04-01,,1999,4,MNG
Mongolia,948,Debt,1999-04-01,,1999,4,MNG
Slovenia,961,Total,1999-04-01,,1999,4,SVN
Slovenia,961,Equity,1999-04-01,,1999,4,SVN
Slovenia,961,Debt,1999-04-01,,1999,4,SVN
Croatia,960,Total,1999-04-01,,1999,4,HRV
Croatia,960,Equity,1999-04-01,,1999,4,HRV
Croatia,960,Debt,1999-04-01,,1999,4,HRV
North Macedonia,962,Total,1999-04-01,,1999,4,MKD
North Macedonia,962,Equity,1999-04-01,,1999,4,MKD
North Macedonia,962,Debt,1999-04-01,,1999,4,MKD
Poland,964,Total,1999-04-01,,1999,4,POL
Poland,964,Equity,1999-04-01,,1999,4,POL
Poland,964,Debt,1999-04-01,,1999,4,POL
Romania,968,Total,1999-04-01,,1999,4,ROU
Romania,968,Equity,1999-04-01,,1999,4,ROU
Romania,968,Debt,1999-04-01,,1999,4,ROU
Emerging Markets,200,Total,1999-05-01,6499.11297668978,1999,5,
Emerging Markets,200,Equity,1999-05-01,4886.492262243456,1999,5,
Emerging Markets,200,Debt,1999-05-01,1612.6207144463242,1999,5,
Turkey,186,Total,1999-05-01,213,1999,5,TUR
Turkey,186,Equity,1999-05-01,107,1999,5,TUR
Turkey,186,Debt,1999-05-01,106,1999,5,TUR
South Africa,199,Total,1999-05-01,1126.363103001858,1999,5,ZAF
South Africa,199,Equity,1999-05-01,778.8698225521529,1999,5,ZAF
South Africa,199,Debt,1999-05-01,347.4932804497051,1999,5,ZAF
Brazil,223,Total,1999-05-01,3062.943,1999,5,BRA
Brazil,223,Equity,1999-05-01,1060.762,1999,5,BRA
Brazil,223,Debt,1999-05-01,2002.181,1999,5,BRA
Chile,228,Total,1999-05-01,,1999,5,CHL
Chile,228,Equity,1999-05-01,,1999,5,CHL
Chile,228,Debt,1999-05-01,,1999,5,CHL
Mexico,273,Total,1999-05-01,,1999,5,MEX
Mexico,273,Equity,1999-05-01,,1999,5,MEX
Mexico,273,Debt,1999-05-01,-217.9,1999,5,MEX
Lebanon,446,Total,1999-05-01,,1999,5,LBN
Lebanon,446,Equity,1999-05-01,,1999,5,LBN
Lebanon,446,Debt,1999-05-01,,1999,5,LBN
Sri Lanka,524,Total,1999-05-01,,1999,5,LKA
Sri Lanka,524,Equity,1999-05-01,,1999,5,LKA
Sri Lanka,524,Debt,1999-05-01,,1999,5,LKA
India,534,Total,1999-05-01,402.02520636085967,1999,5,IND
India,534,Equity,1999-05-01,391.2001019383486,1999,5,IND
India,534,Debt,1999-05-01,10.825104422511082,1999,5,IND
Korea,542,Total,1999-05-01,1911.2,1999,5,KOR
Korea,542,Equity,1999-05-01,2550.4,1999,5,KOR
Korea,542,Debt,1999-05-01,-639.2,1999,5,KOR
Malaysia,548,Total,1999-05-01,,1999,5,MYS
Malaysia,548,Equity,1999-05-01,,1999,5,MYS
Malaysia,548,Debt,1999-05-01,,1999,5,MYS
Pakistan,564,Total,1999-05-01,,1999,5,PAK
Pakistan,564,Equity,1999-05-01,,1999,5,PAK
Pakistan,564,Debt,1999-05-01,,1999,5,PAK
Philippines,566,Total,1999-05-01,,1999,5,PHL
Philippines,566,Equity,1999-05-01,,1999,5,PHL
Philippines,566,Debt,1999-05-01,,1999,5,PHL
Thailand,578,Total,1999-05-01,,1999,5,THA
Thailand,578,Equity,1999-05-01,,1999,5,THA
Thailand,578,Debt,1999-05-01,,1999,5,THA
Bulgaria,918,Total,1999-05-01,1.4816673270623486,1999,5,BGR
Bulgaria,918,Equity,1999-05-01,-1.7396622470455076,1999,5,BGR
Bulgaria,918,Debt,1999-05-01,3.2213295741078563,1999,5,BGR
China,924,Total,1999-05-01,,1999,5,CHN
China,924,Equity,1999-05-01,,1999,5,CHN
China,924,Debt,1999-05-01,,1999,5,CHN
Ukraine,926,Total,1999-05-01,,1999,5,UKR
Ukraine,926,Equity,1999-05-01,,1999,5,UKR
Ukraine,926,Debt,1999-05-01,,1999,5,UKR
Czech Republic,935,Total,1999-05-01,,1999,5,CZE
Czech Republic,935,Equity,1999-05-01,,1999,5,CZE
Czech Republic,935,Debt,1999-05-01,,1999,5,CZE
Slovak Republic,936,Total,1999-05-01,,1999,5,SVK
Slovak Republic,936,Equity,1999-05-01,,1999,5,SVK
Slovak Republic,936,Debt,1999-05-01,,1999,5,SVK
Estonia,939,Total,1999-05-01,,1999,5,EST
Estonia,939,Equity,1999-05-01,,1999,5,EST
Estonia,939,Debt,1999-05-01,,1999,5,EST
Latvia,941,Total,1999-05-01,,1999,5,LVA
Latvia,941,Equity,1999-05-01,,1999,5,LVA
Latvia,941,Debt,1999-05-01,,1999,5,LVA
Serbia,942,Total,1999-05-01,,1999,5,SRB
Serbia,942,Equity,1999-05-01,,1999,5,SRB
Serbia,942,Debt,1999-05-01,,1999,5,SRB
Hungary,944,Total,1999-05-01,,1999,5,HUN
Hungary,944,Equity,1999-05-01,,1999,5,HUN
Hungary,944,Debt,1999-05-01,,1999,5,HUN
Lithuania,946,Total,1999-05-01,,1999,5,LTU
Lithuania,946,Equity,1999-05-01,,1999,5,LTU
Lithuania,946,Debt,1999-05-01,,1999,5,LTU
Mongolia,948,Total,1999-05-01,,1999,5,MNG
Mongolia,948,Equity,1999-05-01,,1999,5,MNG
Mongolia,948,Debt,1999-05-01,,1999,5,MNG
Slovenia,961,Total,1999-05-01,,1999,5,SVN
Slovenia,961,Equity,1999-05-01,,1999,5,SVN
Slovenia,961,Debt,1999-05-01,,1999,5,SVN
Croatia,960,Total,1999-05-01,,1999,5,HRV
Croatia,960,Equity,1999-05-01,,1999,5,HRV
Croatia,960,Debt,1999-05-01,,1999,5,HRV
North Macedonia,962,Total,1999-05-01,,1999,5,MKD
North Macedonia,962,Equity,1999-05-01,,1999,5,MKD
North Macedonia,962,Debt,1999-05-01,,1999,5,MKD
Poland,964,Total,1999-05-01,,1999,5,POL
Poland,964,Equity,1999-05-01,,1999,5,POL
Poland,964,Debt,1999-05-01,,1999,5,POL
Romania,968,Total,1999-05-01,,1999,5,ROU
Romania,968,Equity,1999-05-01,,1999,5,ROU
Romania,968,Debt,1999-05-01,,1999,5,ROU
Emerging Markets,200,Total,1999-06-01,-919.9165870816289,1999,6,
Emerging Markets,200,Equity,1999-06-01,1152.2166064526511,1999,6,
Emerging Markets,200,Debt,1999-06-01,-2072.13319353428,1999,6,
Turkey,186,Total,1999-06-01,-477,1999,6,TUR
Turkey,186,Equity,1999-06-01,-44,1999,6,TUR
Turkey,186,Debt,1999-06-01,-433,1999,6,TUR
South Africa,199,Total,1999-06-01,622.9714768882036,1999,6,ZAF
South Africa,199,Equity,1999-06-01,574.7722049768638,1999,6,ZAF
South Africa,199,Debt,1999-06-01,48.19927191133976,1999,6,ZAF
Brazil,223,Total,1999-06-01,-592.5550000000001,1999,6,BRA
Brazil,223,Equity,1999-06-01,127.569,1999,6,BRA
Brazil,223,Debt,1999-06-01,-720.124,1999,6,BRA
Chile,228,Total,1999-06-01,,1999,6,CHL
Chile,228,Equity,1999-06-01,,1999,6,CHL
Chile,228,Debt,1999-06-01,,1999,6,CHL
Mexico,273,Total,1999-06-01,,1999,6,MEX
Mexico,273,Equity,1999-06-01,,1999,6,MEX
Mexico,273,Debt,1999-06-01,-4,1999,6,MEX
Lebanon,446,Total,1999-06-01,,1999,6,LBN
Lebanon,446,Equity,1999-06-01,,1999,6,LBN
Lebanon,446,Debt,1999-06-01,,1999,6,LBN
Sri Lanka,524,Total,1999-06-01,,1999,6,LKA
Sri Lanka,524,Equity,1999-06-01,,1999,6,LKA
Sri Lanka,524,Debt,1999-06-01,,1999,6,LKA
India,534,Total,1999-06-01,20.562265530479834,1999,6,IND
India,534,Equity,1999-06-01,80.7654262775555,1999,6,IND
India,534,Debt,1999-06-01,-60.20316074707567,1999,6,IND
Korea,542,Total,1999-06-01,-512.4,1999,6,KOR
Korea,542,Equity,1999-06-01,413,1999,6,KOR
Korea,542,Debt,1999-06-01,-925.4,1999,6,KOR
Malaysia,548,Total,1999-06-01,,1999,6,MYS
Malaysia,548,Equity,1999-06-01,,1999,6,MYS
Malaysia,548,Debt,1999-06-01,,1999,6,MYS
Pakistan,564,Total,1999-06-01,,1999,6,PAK
Pakistan,564,Equity,1999-06-01,,1999,6,PAK
Pakistan,564,Debt,1999-06-01,,1999,6,PAK
Philippines,566,Total,1999-06-01,,1999,6,PHL
Philippines,566,Equity,1999-06-01,,1999,6,PHL
Philippines,566,Debt,1999-06-01,,1999,6,PHL
Thailand,578,Total,1999-06-01,,1999,6,THA
Thailand,578,Equity,1999-06-01,,1999,6,THA
Thailand,578,Debt,1999-06-01,,1999,6,THA
Bulgaria,918,Total,1999-06-01,22.504670499687077,1999,6,BGR
Bulgaria,918,Equity,1999-06-01,0.10997519823168062,1999,6,BGR
Bulgaria,918,Debt,1999-06-01,22.394695301455396,1999,6,BGR
China,924,Total,1999-06-01,,1999,6,CHN
China,924,Equity,1999-06-01,,1999,6,CHN
China,924,Debt,1999-06-01,,1999,6,CHN
Ukraine,926,Total,1999-06-01,,1999,6,UKR
Ukraine,926,Equity,1999-06-01,,1999,6,UKR
Ukraine,926,Debt,1999-06-01,,1999,6,UKR
Czech Republic,935,Total,1999-06-01,,1999,6,CZE
Czech Republic,935,Equity,1999-06-01,,1999,6,CZE
Czech Republic,935,Debt,1999-06-01,,1999,6,CZE
Slovak Republic,936,Total,1999-06-01,,1999,6,SVK
