Countries,country_code,Indicies,Date,Value,Year,Month,Alpha-3 code
Malaysia,548,Equity,2007-08-01,,2007,8,MYS
Malaysia,548,Debt,2007-08-01,,2007,8,MYS
Pakistan,564,Total,2007-08-01,-110.27955099999906,2007,8,PAK
Pakistan,564,Equity,2007-08-01,-97.27955099999906,2007,8,PAK
Pakistan,564,Debt,2007-08-01,-13,2007,8,PAK
Philippines,566,Total,2007-08-01,-122.95757138046261,2007,8,PHL
Philippines,566,Equity,2007-08-01,-52.699819146820715,2007,8,PHL
Philippines,566,Debt,2007-08-01,-70.2577522336419,2007,8,PHL
Thailand,578,Total,2007-08-01,-458.55,2007,8,THA
Thailand,578,Equity,2007-08-01,-881.7,2007,8,THA
Thailand,578,Debt,2007-08-01,423.15000000000003,2007,8,THA
Bulgaria,918,Total,2007-08-01,-266.74016623167176,2007,8,BGR
Bulgaria,918,Equity,2007-08-01,-66.72379667381328,2007,8,BGR
Bulgaria,918,Debt,2007-08-01,-200.01636955785847,2007,8,BGR
China,924,Total,2007-08-01,,2007,8,CHN
China,924,Equity,2007-08-01,,2007,8,CHN
China,924,Debt,2007-08-01,,2007,8,CHN
Ukraine,926,Total,2007-08-01,,2007,8,UKR
Ukraine,926,Equity,2007-08-01,,2007,8,UKR
Ukraine,926,Debt,2007-08-01,,2007,8,UKR
Czech Republic,935,Total,2007-08-01,-344.841075794621,2007,8,CZE
Czech Republic,935,Equity,2007-08-01,-310.26894865525674,2007,8,CZE
Czech Republic,935,Debt,2007-08-01,-34.572127139364305,2007,8,CZE
Slovak Republic,936,Total,2007-08-01,,2007,8,SVK
Slovak Republic,936,Equity,2007-08-01,,2007,8,SVK
Slovak Republic,936,Debt,2007-08-01,,2007,8,SVK
Estonia,939,Total,2007-08-01,,2007,8,EST
Estonia,939,Equity,2007-08-01,,2007,8,EST
Estonia,939,Debt,2007-08-01,,2007,8,EST
Latvia,941,Total,2007-08-01,,2007,8,LVA
Latvia,941,Equity,2007-08-01,,2007,8,LVA
Latvia,941,Debt,2007-08-01,,2007,8,LVA
Serbia,942,Total,2007-08-01,44.954178260871,2007,8,SRB
Serbia,942,Equity,2007-08-01,40.86743478261,2007,8,SRB
Serbia,942,Debt,2007-08-01,4.086743478261,2007,8,SRB
Hungary,944,Total,2007-08-01,,2007,8,HUN
Hungary,944,Equity,2007-08-01,,2007,8,HUN
Hungary,944,Debt,2007-08-01,,2007,8,HUN
Lithuania,946,Total,2007-08-01,,2007,8,LTU
Lithuania,946,Equity,2007-08-01,,2007,8,LTU
Lithuania,946,Debt,2007-08-01,,2007,8,LTU
Mongolia,948,Total,2007-08-01,,2007,8,MNG
Mongolia,948,Equity,2007-08-01,,2007,8,MNG
Mongolia,948,Debt,2007-08-01,,2007,8,MNG
Slovenia,961,Total,2007-08-01,-47.678673913044996,2007,8,SVN
Slovenia,961,Equity,2007-08-01,-47.678673913044996,2007,8,SVN
Slovenia,961,Debt,2007-08-01,0,2007,8,SVN
Croatia,960,Total,2007-08-01,,2007,8,HRV
Croatia,960,Equity,2007-08-01,,2007,8,HRV
Croatia,960,Debt,2007-08-01,,2007,8,HRV
North Macedonia,962,Total,2007-08-01,,2007,8,MKD
North Macedonia,962,Equity,2007-08-01,,2007,8,MKD
North Macedonia,962,Debt,2007-08-01,,2007,8,MKD
Poland,964,Total,2007-08-01,-1017,2007,8,POL
Poland,964,Equity,2007-08-01,-277,2007,8,POL
Poland,964,Debt,2007-08-01,-740,2007,8,POL
Romania,968,Total,2007-08-01,-24.7929104347834,2007,8,ROU
Romania,968,Equity,2007-08-01,-35.418443478262,2007,8,ROU
Romania,968,Debt,2007-08-01,10.6255330434786,2007,8,ROU
Emerging Markets,200,Total,2007-09-01,12838.280443649806,2007,9,
Emerging Markets,200,Equity,2007-09-01,3912.635812985644,2007,9,
Emerging Markets,200,Debt,2007-09-01,8925.644630664163,2007,9,
Turkey,186,Total,2007-09-01,-312,2007,9,TUR
Turkey,186,Equity,2007-09-01,830,2007,9,TUR
Turkey,186,Debt,2007-09-01,-1142,2007,9,TUR
South Africa,199,Total,2007-09-01,-3.6529680365296713,2007,9,ZAF
South Africa,199,Equity,2007-09-01,-161.15208991921327,2007,9,ZAF
South Africa,199,Debt,2007-09-01,157.4991218826836,2007,9,ZAF
Brazil,223,Total,2007-09-01,2489.876502180653,2007,9,BRA
Brazil,223,Equity,2007-09-01,690.7415045062959,2007,9,BRA
Brazil,223,Debt,2007-09-01,1799.1349976743572,2007,9,BRA
Chile,228,Total,2007-09-01,50.161741705529515,2007,9,CHL
Chile,228,Equity,2007-09-01,65.58627540942214,2007,9,CHL
Chile,228,Debt,2007-09-01,-15.424533703892626,2007,9,CHL
Mexico,273,Total,2007-09-01,,2007,9,MEX
Mexico,273,Equity,2007-09-01,,2007,9,MEX
Mexico,273,Debt,2007-09-01,1079.4,2007,9,MEX
Lebanon,446,Total,2007-09-01,214.68,2007,9,LBN
Lebanon,446,Equity,2007-09-01,61.77,2007,9,LBN
Lebanon,446,Debt,2007-09-01,152.91,2007,9,LBN
Sri Lanka,524,Total,2007-09-01,,2007,9,LKA
Sri Lanka,524,Equity,2007-09-01,,2007,9,LKA
Sri Lanka,524,Debt,2007-09-01,,2007,9,LKA
India,534,Total,2007-09-01,1520.426375805649,2007,9,IND
India,534,Equity,2007-09-01,1344.7446703024268,2007,9,IND
India,534,Debt,2007-09-01,175.68170550322228,2007,9,IND
Korea,542,Total,2007-09-01,7094.599999999999,2007,9,KOR
Korea,542,Equity,2007-09-01,-611.6,2007,9,KOR
Korea,542,Debt,2007-09-01,7706.2,2007,9,KOR
Malaysia,548,Total,2007-09-01,,2007,9,MYS
Malaysia,548,Equity,2007-09-01,,2007,9,MYS
Malaysia,548,Debt,2007-09-01,,2007,9,MYS
Pakistan,564,Total,2007-09-01,170.7217469999993,2007,9,PAK
Pakistan,564,Equity,2007-09-01,139.2217469999993,2007,9,PAK
Pakistan,564,Debt,2007-09-01,31.5,2007,9,PAK
Philippines,566,Total,2007-09-01,-337.58474604055954,2007,9,PHL
Philippines,566,Equity,2007-09-01,-91.90970401826458,2007,9,PHL
Philippines,566,Debt,2007-09-01,-245.67504202229497,2007,9,PHL
Thailand,578,Total,2007-09-01,1513.76,2007,9,THA
Thailand,578,Equity,2007-09-01,1783.04,2007,9,THA
Thailand,578,Debt,2007-09-01,-269.28,2007,9,THA
Bulgaria,918,Total,2007-09-01,-54.915963135123185,2007,9,BGR
Bulgaria,918,Equity,2007-09-01,-2.1891774588192043,2007,9,BGR
Bulgaria,918,Debt,2007-09-01,-52.72678567630398,2007,9,BGR
China,924,Total,2007-09-01,,2007,9,CHN
China,924,Equity,2007-09-01,,2007,9,CHN
China,924,Debt,2007-09-01,,2007,9,CHN
Ukraine,926,Total,2007-09-01,,2007,9,UKR
Ukraine,926,Equity,2007-09-01,,2007,9,UKR
Ukraine,926,Debt,2007-09-01,,2007,9,UKR
Czech Republic,935,Total,2007-09-01,73.99577167019024,2007,9,CZE
Czech Republic,935,Equity,2007-09-01,-179.30131883620248,2007,9,CZE
Czech Republic,935,Debt,2007-09-01,253.29709050639272,2007,9,CZE
Slovak Republic,936,Total,2007-09-01,,2007,9,SVK
Slovak Republic,936,Equity,2007-09-01,,2007,9,SVK
Slovak Republic,936,Debt,2007-09-01,,2007,9,SVK
Estonia,939,Total,2007-09-01,,2007,9,EST
Estonia,939,Equity,2007-09-01,,2007,9,EST
Estonia,939,Debt,2007-09-01,,2007,9,EST
Latvia,941,Total,2007-09-01,,2007,9,LVA
Latvia,941,Equity,2007-09-01,,2007,9,LVA
Latvia,941,Debt,2007-09-01,,2007,9,LVA
Serbia,942,Total,2007-09-01,59.754735000000004,2007,9,SRB
Serbia,942,Equity,2007-09-01,58.36509,2007,9,SRB
Serbia,942,Debt,2007-09-01,1.389645,2007,9,SRB
Hungary,944,Total,2007-09-01,,2007,9,HUN
Hungary,944,Equity,2007-09-01,,2007,9,HUN
Hungary,944,Debt,2007-09-01,,2007,9,HUN
Lithuania,946,Total,2007-09-01,,2007,9,LTU
Lithuania,946,Equity,2007-09-01,,2007,9,LTU
Lithuania,946,Debt,2007-09-01,,2007,9,LTU
Mongolia,948,Total,2007-09-01,,2007,9,MNG
Mongolia,948,Equity,2007-09-01,,2007,9,MNG
Mongolia,948,Debt,2007-09-01,,2007,9,MNG
Slovenia,961,Total,2007-09-01,-56.975445,2007,9,SVN
Slovenia,961,Equity,2007-09-01,-48.637575,2007,9,SVN
Slovenia,961,Debt,2007-09-01,-8.33787,2007,9,SVN
Croatia,960,Total,2007-09-01,,2007,9,HRV
Croatia,960,Equity,2007-09-01,,2007,9,HRV
Croatia,960,Debt,2007-09-01,,2007,9,HRV
North Macedonia,962,Total,2007-09-01,,2007,9,MKD
North Macedonia,962,Equity,2007-09-01,,2007,9,MKD
North Macedonia,962,Debt,2007-09-01,,2007,9,MKD
Poland,964,Total,2007-09-01,-673,2007,9,POL
Poland,964,Equity,2007-09-01,12,2007,9,POL
Poland,964,Debt,2007-09-01,-685,2007,9,POL
Romania,968,Total,2007-09-01,9.0326925,2007,9,ROU
Romania,968,Equity,2007-09-01,21.956391,2007,9,ROU
Romania,968,Debt,2007-09-01,-12.9236985,2007,9,ROU
Emerging Markets,200,Total,2007-10-01,21599.992799651915,2007,10,
Emerging Markets,200,Equity,2007-10-01,8888.643246596957,2007,10,
Emerging Markets,200,Debt,2007-10-01,12711.349553054957,2007,10,
Turkey,186,Total,2007-10-01,-748,2007,10,TUR
Turkey,186,Equity,2007-10-01,429,2007,10,TUR
Turkey,186,Debt,2007-10-01,-1177,2007,10,TUR
South Africa,199,Total,2007-10-01,2099.865254825162,2007,10,ZAF
South Africa,199,Equity,2007-10-01,46.443452138839255,2007,10,ZAF
South Africa,199,Debt,2007-10-01,2053.4218026863227,2007,10,ZAF
Brazil,223,Total,2007-10-01,6036.184545718553,2007,10,BRA
Brazil,223,Equity,2007-10-01,4366.374720473746,2007,10,BRA
Brazil,223,Debt,2007-10-01,1669.8098252448074,2007,10,BRA
Chile,228,Total,2007-10-01,174.0033876344575,2007,10,CHL
Chile,228,Equity,2007-10-01,338.57911263,2007,10,CHL
Chile,228,Debt,2007-10-01,-164.5757249955425,2007,10,CHL
Mexico,273,Total,2007-10-01,,2007,10,MEX
Mexico,273,Equity,2007-10-01,,2007,10,MEX
Mexico,273,Debt,2007-10-01,215.4,2007,10,MEX
Lebanon,446,Total,2007-10-01,226.36,2007,10,LBN
Lebanon,446,Equity,2007-10-01,77.96,2007,10,LBN
Lebanon,446,Debt,2007-10-01,148.4,2007,10,LBN
Sri Lanka,524,Total,2007-10-01,,2007,10,LKA
Sri Lanka,524,Equity,2007-10-01,,2007,10,LKA
Sri Lanka,524,Debt,2007-10-01,,2007,10,LKA
India,534,Total,2007-10-01,2194.20217962411,2007,10,IND
India,534,Equity,2007-10-01,2028.0476014517346,2007,10,IND
India,534,Debt,2007-10-01,166.15457817237572,2007,10,IND
Korea,542,Total,2007-10-01,7174.400000000001,2007,10,KOR
Korea,542,Equity,2007-10-01,701.1,2007,10,KOR
Korea,542,Debt,2007-10-01,6473.3,2007,10,KOR
Malaysia,548,Total,2007-10-01,,2007,10,MYS
Malaysia,548,Equity,2007-10-01,,2007,10,MYS
Malaysia,548,Debt,2007-10-01,,2007,10,MYS
Pakistan,564,Total,2007-10-01,289.8093539999995,2007,10,PAK
Pakistan,564,Equity,2007-10-01,290.00935399999946,2007,10,PAK
Pakistan,564,Debt,2007-10-01,-0.2,2007,10,PAK
Philippines,566,Total,2007-10-01,-11.912975540560325,2007,10,PHL
Philippines,566,Equity,2007-10-01,1.2819821612253008,2007,10,PHL
Philippines,566,Debt,2007-10-01,-13.194957701785626,2007,10,PHL
Thailand,578,Total,2007-10-01,958.5500000000001,2007,10,THA
Thailand,578,Equity,2007-10-01,470.08000000000004,2007,10,THA
Thailand,578,Debt,2007-10-01,488.47,2007,10,THA
Bulgaria,918,Total,2007-10-01,-82.95957012996968,2007,10,BGR
Bulgaria,918,Equity,2007-10-01,-3.8921570910542096,2007,10,BGR
Bulgaria,918,Debt,2007-10-01,-79.06741303891546,2007,10,BGR
China,924,Total,2007-10-01,,2007,10,CHN
China,924,Equity,2007-10-01,,2007,10,CHN
China,924,Debt,2007-10-01,,2007,10,CHN
Ukraine,926,Total,2007-10-01,,2007,10,UKR
Ukraine,926,Equity,2007-10-01,,2007,10,UKR
Ukraine,926,Debt,2007-10-01,,2007,10,UKR
Czech Republic,935,Total,2007-10-01,1329.482776563639,2007,10,CZE
Czech Republic,935,Equity,2007-10-01,185.5552086585494,2007,10,CZE
Czech Republic,935,Debt,2007-10-01,1143.9275679050895,2007,10,CZE
Slovak Republic,936,Total,2007-10-01,,2007,10,SVK
Slovak Republic,936,Equity,2007-10-01,,2007,10,SVK
Slovak Republic,936,Debt,2007-10-01,,2007,10,SVK
Estonia,939,Total,2007-10-01,,2007,10,EST
Estonia,939,Equity,2007-10-01,,2007,10,EST
Estonia,939,Debt,2007-10-01,,2007,10,EST
Latvia,941,Total,2007-10-01,,2007,10,LVA
Latvia,941,Equity,2007-10-01,,2007,10,LVA
Latvia,941,Debt,2007-10-01,,2007,10,LVA
Serbia,942,Total,2007-10-01,89.633113043481,2007,10,SRB
Serbia,942,Equity,2007-10-01,83.942121739133,2007,10,SRB
Serbia,942,Debt,2007-10-01,5.690991304348,2007,10,SRB
Hungary,944,Total,2007-10-01,,2007,10,HUN
Hungary,944,Equity,2007-10-01,,2007,10,HUN
Hungary,944,Debt,2007-10-01,,2007,10,HUN
Lithuania,946,Total,2007-10-01,,2007,10,LTU
Lithuania,946,Equity,2007-10-01,,2007,10,LTU
Lithuania,946,Debt,2007-10-01,,2007,10,LTU
Mongolia,948,Total,2007-10-01,,2007,10,MNG
Mongolia,948,Equity,2007-10-01,,2007,10,MNG
Mongolia,948,Debt,2007-10-01,,2007,10,MNG
Slovenia,961,Total,2007-10-01,32.723200000001,2007,10,SVN
Slovenia,961,Equity,2007-10-01,18.495721739131,2007,10,SVN
Slovenia,961,Debt,2007-10-01,14.227478260869999,2007,10,SVN
Croatia,960,Total,2007-10-01,,2007,10,HRV
Croatia,960,Equity,2007-10-01,,2007,10,HRV
Croatia,960,Debt,2007-10-01,,2007,10,HRV
North Macedonia,962,Total,2007-10-01,,2007,10,MKD
North Macedonia,962,Equity,2007-10-01,,2007,10,MKD
North Macedonia,962,Debt,2007-10-01,,2007,10,MKD
Poland,964,Total,2007-10-01,1579,2007,10,POL
Poland,964,Equity,2007-10-01,-191,2007,10,POL
Poland,964,Debt,2007-10-01,1770,2007,10,POL
Romania,968,Total,2007-10-01,43.25153391304479,2007,10,ROU
Romania,968,Equity,2007-10-01,46.66612869565359,2007,10,ROU
Romania,968,Debt,2007-10-01,-3.4145947826087997,2007,10,ROU
Emerging Markets,200,Total,2007-11-01,1942.707171463695,2007,11,
Emerging Markets,200,Equity,2007-11-01,-7054.16390938824,2007,11,
Emerging Markets,200,Debt,2007-11-01,8996.871080851935,2007,11,
Turkey,186,Total,2007-11-01,-3839,2007,11,TUR
Turkey,186,Equity,2007-11-01,-119,2007,11,TUR
Turkey,186,Debt,2007-11-01,-3720,2007,11,TUR
South Africa,199,Total,2007-11-01,-813.1781463601168,2007,11,ZAF
South Africa,199,Equity,2007-11-01,-23.451316858658767,2007,11,ZAF
South Africa,199,Debt,2007-11-01,-789.726829501458,2007,11,ZAF
Brazil,223,Total,2007-11-01,-885.6421455345862,2007,11,BRA
Brazil,223,Equity,2007-11-01,-389.77496800000245,2007,11,BRA
Brazil,223,Debt,2007-11-01,-495.86717753458385,2007,11,BRA
Chile,228,Total,2007-11-01,89.99750101550832,2007,11,CHL
Chile,228,Equity,2007-11-01,135.99995441656762,2007,11,CHL
Chile,228,Debt,2007-11-01,-46.0024534010593,2007,11,CHL
Mexico,273,Total,2007-11-01,,2007,11,MEX
Mexico,273,Equity,2007-11-01,,2007,11,MEX
Mexico,273,Debt,2007-11-01,2371.2,2007,11,MEX
Lebanon,446,Total,2007-11-01,323.77,2007,11,LBN
Lebanon,446,Equity,2007-11-01,94.52,2007,11,LBN
Lebanon,446,Debt,2007-11-01,229.25,2007,11,LBN
Sri Lanka,524,Total,2007-11-01,,2007,11,LKA
Sri Lanka,524,Equity,2007-11-01,,2007,11,LKA
Sri Lanka,524,Debt,2007-11-01,,2007,11,LKA
India,534,Total,2007-11-01,2583.019748252886,2007,11,IND
India,534,Equity,2007-11-01,2378.538609000824,2007,11,IND
India,534,Debt,2007-11-01,204.48113925206178,2007,11,IND
Korea,542,Total,2007-11-01,2614.7000000000007,2007,11,KOR
Korea,542,Equity,2007-11-01,-8426.4,2007,11,KOR
Korea,542,Debt,2007-11-01,11041.1,2007,11,KOR
Malaysia,548,Total,2007-11-01,,2007,11,MYS
Malaysia,548,Equity,2007-11-01,,2007,11,MYS
Malaysia,548,Debt,2007-11-01,,2007,11,MYS
Pakistan,564,Total,2007-11-01,-207.97771799999924,2007,11,PAK
Pakistan,564,Equity,2007-11-01,-295.27771799999925,2007,11,PAK
Pakistan,564,Debt,2007-11-01,87.3,2007,11,PAK
Philippines,566,Total,2007-11-01,-178.59967207742568,2007,11,PHL
Philippines,566,Equity,2007-11-01,-197.8551961026336,2007,11,PHL
Philippines,566,Debt,2007-11-01,19.255524025207933,2007,11,PHL
Thailand,578,Total,2007-11-01,-170.75000000000006,2007,11,THA
Thailand,578,Equity,2007-11-01,-217.69000000000005,2007,11,THA
Thailand,578,Debt,2007-11-01,46.94,2007,11,THA
Bulgaria,918,Total,2007-11-01,100.26851527565157,2007,11,BGR
Bulgaria,918,Equity,2007-11-01,-41.45611338774645,2007,11,BGR
Bulgaria,918,Debt,2007-11-01,141.72462866339802,2007,11,BGR
China,924,Total,2007-11-01,,2007,11,CHN
China,924,Equity,2007-11-01,,2007,11,CHN
China,924,Debt,2007-11-01,,2007,11,CHN
Ukraine,926,Total,2007-11-01,,2007,11,UKR
Ukraine,926,Equity,2007-11-01,,2007,11,UKR
Ukraine,926,Debt,2007-11-01,,2007,11,UKR
Czech Republic,935,Total,2007-11-01,224.2667252554102,2007,11,CZE
Czech Republic,935,Equity,2007-11-01,-15.873887729319996,2007,11,CZE
Czech Republic,935,Debt,2007-11-01,240.14061298473018,2007,11,CZE
Slovak Republic,936,Total,2007-11-01,,2007,11,SVK
Slovak Republic,936,Equity,2007-11-01,,2007,11,SVK
Slovak Republic,936,Debt,2007-11-01,,2007,11,SVK
Estonia,939,Total,2007-11-01,,2007,11,EST
Estonia,939,Equity,2007-11-01,,2007,11,EST
Estonia,939,Debt,2007-11-01,,2007,11,EST
Latvia,941,Total,2007-11-01,,2007,11,LVA
Latvia,941,Equity,2007-11-01,,2007,11,LVA
Latvia,941,Debt,2007-11-01,,2007,11,LVA
Serbia,942,Total,2007-11-01,61.671272727271194,2007,11,SRB
Serbia,942,Equity,2007-11-01,54.329454545453196,2007,11,SRB
Serbia,942,Debt,2007-11-01,7.341818181818,2007,11,SRB
Hungary,944,Total,2007-11-01,,2007,11,HUN
Hungary,944,Equity,2007-11-01,,2007,11,HUN
Hungary,944,Debt,2007-11-01,,2007,11,HUN
Lithuania,946,Total,2007-11-01,,2007,11,LTU
Lithuania,946,Equity,2007-11-01,,2007,11,LTU
Lithuania,946,Debt,2007-11-01,,2007,11,LTU
Mongolia,948,Total,2007-11-01,,2007,11,MNG
Mongolia,948,Equity,2007-11-01,,2007,11,MNG
Mongolia,948,Debt,2007-11-01,,2007,11,MNG
Slovenia,961,Total,2007-11-01,-107.19054545454279,2007,11,SVN
Slovenia,961,Equity,2007-11-01,-49.92436363636239,2007,11,SVN
Slovenia,961,Debt,2007-11-01,-57.2661818181804,2007,11,SVN
Croatia,960,Total,2007-11-01,,2007,11,HRV
Croatia,960,Equity,2007-11-01,,2007,11,HRV
Croatia,960,Debt,2007-11-01,,2007,11,HRV
North Macedonia,962,Total,2007-11-01,,2007,11,MKD
North Macedonia,962,Equity,2007-11-01,,2007,11,MKD
North Macedonia,962,Debt,2007-11-01,,2007,11,MKD
Poland,964,Total,2007-11-01,-182,2007,11,POL
Poland,964,Equity,2007-11-01,101,2007,11,POL
Poland,964,Debt,2007-11-01,-283,2007,11,POL
Romania,968,Total,2007-11-01,-41.8483636363626,2007,11,ROU
Romania,968,Equity,2007-11-01,-41.8483636363626,2007,11,ROU
Romania,968,Debt,2007-11-01,0,2007,11,ROU
Emerging Markets,200,Total,2007-12-01,11423.376164730811,2007,12,
Emerging Markets,200,Equity,2007-12-01,4433.509369213399,2007,12,
Emerging Markets,200,Debt,2007-12-01,6989.866795517412,2007,12,
Turkey,186,Total,2007-12-01,950,2007,12,TUR
Turkey,186,Equity,2007-12-01,459,2007,12,TUR
Turkey,186,Debt,2007-12-01,491,2007,12,TUR
South Africa,199,Total,2007-12-01,-613.8565855880364,2007,12,ZAF
South Africa,199,Equity,2007-12-01,-64.35356258677835,2007,12,ZAF
South Africa,199,Debt,2007-12-01,-549.503023001258,2007,12,ZAF
Brazil,223,Total,2007-12-01,7170.147413561686,2007,12,BRA
Brazil,223,Equity,2007-12-01,7513.384482570009,2007,12,BRA
Brazil,223,Debt,2007-12-01,-343.2370690083224,2007,12,BRA
Chile,228,Total,2007-12-01,-159.85516931653865,2007,12,CHL
Chile,228,Equity,2007-12-01,-64.73432868661756,2007,12,CHL
Chile,228,Debt,2007-12-01,-95.12084062992108,2007,12,CHL
Mexico,273,Total,2007-12-01,,2007,12,MEX
Mexico,273,Equity,2007-12-01,,2007,12,MEX
Mexico,273,Debt,2007-12-01,640.1,2007,12,MEX
Lebanon,446,Total,2007-12-01,308.34000000000003,2007,12,LBN
Lebanon,446,Equity,2007-12-01,115.57,2007,12,LBN
Lebanon,446,Debt,2007-12-01,192.77,2007,12,LBN
Sri Lanka,524,Total,2007-12-01,,2007,12,LKA
Sri Lanka,524,Equity,2007-12-01,,2007,12,LKA
Sri Lanka,524,Debt,2007-12-01,,2007,12,LKA
India,534,Total,2007-12-01,-701.3273494846528,2007,12,IND
India,534,Equity,2007-12-01,-929.8799426970412,2007,12,IND
India,534,Debt,2007-12-01,228.55259321238833,2007,12,IND
Korea,542,Total,2007-12-01,3340.7000000000003,2007,12,KOR
Korea,542,Equity,2007-12-01,-3300.1,2007,12,KOR
Korea,542,Debt,2007-12-01,6640.8,2007,12,KOR
Malaysia,548,Total,2007-12-01,,2007,12,MYS
Malaysia,548,Equity,2007-12-01,,2007,12,MYS
Malaysia,548,Debt,2007-12-01,,2007,12,MYS
Pakistan,564,Total,2007-12-01,-2.8157160000006627,2007,12,PAK
Pakistan,564,Equity,2007-12-01,75.28428399999933,2007,12,PAK
Pakistan,564,Debt,2007-12-01,-78.1,2007,12,PAK
Philippines,566,Total,2007-12-01,-479.66597181191514,2007,12,PHL
Philippines,566,Equity,2007-12-01,-195.5004955793415,2007,12,PHL
Philippines,566,Debt,2007-12-01,-284.1654762325736,2007,12,PHL
Thailand,578,Total,2007-12-01,73.09000000000003,2007,12,THA
Thailand,578,Equity,2007-12-01,312.5,2007,12,THA
Thailand,578,Debt,2007-12-01,-239.40999999999997,2007,12,THA
Bulgaria,918,Total,2007-12-01,-161.2610267160896,2007,12,BGR
Bulgaria,918,Equity,2007-12-01,-34.96520820711393,2007,12,BGR
Bulgaria,918,Debt,2007-12-01,-126.29581850897564,2007,12,BGR
China,924,Total,2007-12-01,,2007,12,CHN
China,924,Equity,2007-12-01,,2007,12,CHN
China,924,Debt,2007-12-01,,2007,12,CHN
Ukraine,926,Total,2007-12-01,,2007,12,UKR
Ukraine,926,Equity,2007-12-01,,2007,12,UKR
Ukraine,926,Debt,2007-12-01,,2007,12,UKR
Czech Republic,935,Total,2007-12-01,83.31485587583143,2007,12,CZE
Czech Republic,935,Equity,2007-12-01,80.43237250554319,2007,12,CZE
Czech Republic,935,Debt,2007-12-01,2.8824833702882464,2007,12,CZE
Slovak Republic,936,Total,2007-12-01,,2007,12,SVK
Slovak Republic,936,Equity,2007-12-01,,2007,12,SVK
Slovak Republic,936,Debt,2007-12-01,,2007,12,SVK
Estonia,939,Total,2007-12-01,,2007,12,EST
Estonia,939,Equity,2007-12-01,,2007,12,EST
Estonia,939,Debt,2007-12-01,,2007,12,EST
Latvia,941,Total,2007-12-01,,2007,12,LVA
Latvia,941,Equity,2007-12-01,,2007,12,LVA
Latvia,941,Debt,2007-12-01,,2007,12,LVA
Serbia,942,Total,2007-12-01,4.3711105263159,2007,12,SRB
Serbia,942,Equity,2007-12-01,-4.3711105263159,2007,12,SRB
Serbia,942,Debt,2007-12-01,8.7422210526318,2007,12,SRB
Hungary,944,Total,2007-12-01,,2007,12,HUN
Hungary,944,Equity,2007-12-01,,2007,12,HUN
Hungary,944,Debt,2007-12-01,,2007,12,HUN
Lithuania,946,Total,2007-12-01,,2007,12,LTU
Lithuania,946,Equity,2007-12-01,,2007,12,LTU
Lithuania,946,Debt,2007-12-01,,2007,12,LTU
Mongolia,948,Total,2007-12-01,,2007,12,MNG
Mongolia,948,Equity,2007-12-01,,2007,12,MNG
Mongolia,948,Debt,2007-12-01,,2007,12,MNG
Slovenia,961,Total,2007-12-01,109.2777631578975,2007,12,SVN
Slovenia,961,Equity,2007-12-01,81.5940631578968,2007,12,SVN
Slovenia,961,Debt,2007-12-01,27.683700000000698,2007,12,SVN
Croatia,960,Total,2007-12-01,,2007,12,HRV
Croatia,960,Equity,2007-12-01,,2007,12,HRV
Croatia,960,Debt,2007-12-01,,2007,12,HRV
North Macedonia,962,Total,2007-12-01,,2007,12,MKD
North Macedonia,962,Equity,2007-12-01,,2007,12,MKD
North Macedonia,962,Debt,2007-12-01,,2007,12,MKD
Poland,964,Total,2007-12-01,1055,2007,12,POL
Poland,964,Equity,2007-12-01,393,2007,12,POL
Poland,964,Debt,2007-12-01,662,2007,12,POL
Romania,968,Total,2007-12-01,-192.18315947368905,2007,12,ROU
Romania,968,Equity,2007-12-01,-3.3511847368421894,2007,12,ROU
Romania,968,Debt,2007-12-01,-188.83197473684686,2007,12,ROU
Emerging Markets,200,Total,2008-01-01,-3662.43976023464,2008,1,
Emerging Markets,200,Equity,2008-01-01,-18477.99647945276,2008,1,
Emerging Markets,200,Debt,2008-01-01,14815.556719218119,2008,1,
Turkey,186,Total,2008-01-01,754,2008,1,TUR
Turkey,186,Equity,2008-01-01,-497,2008,1,TUR
Turkey,186,Debt,2008-01-01,1251,2008,1,TUR
South Africa,199,Total,2008-01-01,-3058.1340633956547,2008,1,ZAF
South Africa,199,Equity,2008-01-01,-1343.485762359018,2008,1,ZAF
South Africa,199,Debt,2008-01-01,-1714.6483010366367,2008,1,ZAF
Brazil,223,Total,2008-01-01,-1135.3068448150427,2008,1,BRA
Brazil,223,Equity,2008-01-01,-3080.992848632649,2008,1,BRA
Brazil,223,Debt,2008-01-01,1945.6860038176062,2008,1,BRA
Chile,228,Total,2008-01-01,-597.7695329474577,2008,1,CHL
Chile,228,Equity,2008-01-01,136.719263702703,2008,1,CHL
Chile,228,Debt,2008-01-01,-734.4887966501607,2008,1,CHL
Mexico,273,Total,2008-01-01,,2008,1,MEX
Mexico,273,Equity,2008-01-01,,2008,1,MEX
Mexico,273,Debt,2008-01-01,3123.4,2008,1,MEX
Lebanon,446,Total,2008-01-01,213.93,2008,1,LBN
Lebanon,446,Equity,2008-01-01,51.92,2008,1,LBN
Lebanon,446,Debt,2008-01-01,162.01,2008,1,LBN
Sri Lanka,524,Total,2008-01-01,,2008,1,LKA
Sri Lanka,524,Equity,2008-01-01,,2008,1,LKA
Sri Lanka,524,Debt,2008-01-01,,2008,1,LKA
India,534,Total,2008-01-01,-2814.5437182687965,2008,1,IND
India,534,Equity,2008-01-01,-3310.7632759938774,2008,1,IND
